,RUL
5589,40
5590,39
5591,38
5592,37
5593,36
5594,35
5595,34
5596,33
5597,32
5598,31
5599,30
5600,29
5601,28
5602,27
5603,26
5604,25
5605,24
5606,23
5607,22
5608,21
5609,20
5610,19
5611,18
5612,17
5613,16
5614,15
5615,14
5616,13
5617,12
5618,11
5619,10
5620,9
5621,8
5622,7
5623,6
5624,5
5625,4
5626,3
5627,2
5628,1
5629,0
5633,159
5634,158
5635,157
5636,156
5637,155
5638,154
5639,153
5640,152
5641,151
5642,150
5643,149
5644,148
5645,147
5646,146
5647,145
5648,144
5649,143
5650,142
5651,141
5652,140
5653,139
5654,138
5655,137
5656,136
5657,135
5658,134
5659,133
5660,132
5661,131
5662,130
5663,129
5664,128
5665,127
5666,126
5667,125
5668,124
5669,123
5670,122
5671,121
5672,120
5673,119
5674,118
5675,117
5676,116
5677,115
5678,114
5679,113
5680,112
5681,111
5682,110
5683,109
5684,108
5685,107
5686,106
5687,105
5688,104
5689,103
5690,102
5691,101
5692,100
5693,99
5694,98
5695,97
5696,96
5697,95
5698,94
5699,93
5700,92
5701,91
5702,90
5703,89
5704,88
5705,87
5706,86
5707,85
5708,84
5709,83
5710,82
5711,81
5712,80
5713,79
5714,78
5715,77
5716,76
5717,75
5718,74
5719,73
5720,72
5721,71
5722,70
5723,69
5724,68
5725,67
5726,66
5727,65
5728,64
5729,63
5730,62
5731,61
5732,60
5733,59
5734,58
5735,57
5736,56
5737,55
5738,54
5739,53
5740,52
5741,51
5742,50
5743,49
5744,48
5745,47
5746,46
5747,45
5748,44
5749,43
5750,42
5751,41
5752,40
5753,39
5754,38
5755,37
5756,36
5757,35
5758,34
5759,33
5760,32
5761,31
5762,30
5763,29
5764,28
5765,27
5766,26
5767,25
5768,24
5769,23
5770,22
5771,21
5772,20
5773,19
5774,18
5775,17
5776,16
5777,15
5778,14
5779,13
5780,12
5781,11
5782,10
5783,9
5784,8
5785,7
5786,6
5787,5
5788,4
5789,3
5790,2
5791,1
5792,0
5796,190
5797,189
5798,188
5799,187
5800,186
5801,185
5802,184
5803,183
5804,182
5805,181
5806,180
5807,179
5808,178
5809,177
5810,176
5811,175
5812,174
5813,173
5814,172
5815,171
5816,170
5817,169
5818,168
5819,167
5820,166
5821,165
5822,164
5823,163
5824,162
5825,161
5826,160
5827,159
5828,158
5829,157
5830,156
5831,155
5832,154
5833,153
5834,152
5835,151
5836,150
5837,149
5838,148
5839,147
5840,146
5841,145
5842,144
5843,143
5844,142
5845,141
5846,140
5847,139
5848,138
5849,137
5850,136
5851,135
5852,134
5853,133
5854,132
5855,131
5856,130
5857,129
5858,128
5859,127
5860,126
5861,125
5862,124
5863,123
5864,122
5865,121
5866,120
5867,119
5868,118
5869,117
5870,116
5871,115
5872,114
5873,113
5874,112
5875,111
5876,110
5877,109
5878,108
5879,107
5880,106
5881,105
5882,104
5883,103
5884,102
5885,101
5886,100
5887,99
5888,98
5889,97
5890,96
5891,95
5892,94
5893,93
5894,92
5895,91
5896,90
5897,89
5898,88
5899,87
5900,86
5901,85
5902,84
5903,83
5904,82
5905,81
5906,80
5907,79
5908,78
5909,77
5910,76
5911,75
5912,74
5913,73
5914,72
5915,71
5916,70
5917,69
5918,68
5919,67
5920,66
5921,65
5922,64
5923,63
5924,62
5925,61
5926,60
5927,59
5928,58
5929,57
5930,56
5931,55
5932,54
5933,53
5934,52
5935,51
5936,50
5937,49
5938,48
5939,47
5940,46
5941,45
5942,44
5943,43
5944,42
5945,41
5946,40
5947,39
5948,38
5949,37
5950,36
5951,35
5952,34
5953,33
5954,32
5955,31
5956,30
5957,29
5958,28
5959,27
5960,26
5961,25
5962,24
5963,23
5964,22
5965,21
5966,20
5967,19
5968,18
5969,17
5970,16
5971,15
5972,14
5973,13
5974,12
5975,11
5976,10
5977,9
5978,8
5979,7
5980,6
5981,5
5982,4
5983,3
5984,2
5985,1
5986,0
5990,230
5991,229
5992,228
5993,227
5994,226
5995,225
5996,224
5997,223
5998,222
5999,221
6000,220
6001,219
6002,218
6003,217
6004,216
6005,215
6006,214
6007,213
6008,212
6009,211
6010,210
6011,209
6012,208
6013,207
6014,206
6015,205
6016,204
6017,203
6018,202
6019,201
6020,200
6021,199
6022,198
6023,197
6024,196
6025,195
6026,194
6027,193
6028,192
6029,191
6030,190
6031,189
6032,188
6033,187
6034,186
6035,185
6036,184
6037,183
6038,182
6039,181
6040,180
6041,179
6042,178
6043,177
6044,176
6045,175
6046,174
6047,173
6048,172
6049,171
6050,170
6051,169
6052,168
6053,167
6054,166
6055,165
6056,164
6057,163
6058,162
6059,161
6060,160
6061,159
6062,158
6063,157
6064,156
6065,155
6066,154
6067,153
6068,152
6069,151
6070,150
6071,149
6072,148
6073,147
6074,146
6075,145
6076,144
6077,143
6078,142
6079,141
6080,140
6081,139
6082,138
6083,137
6084,136
6085,135
6086,134
6087,133
6088,132
6089,131
6090,130
6091,129
6092,128
6093,127
6094,126
6095,125
6096,124
6097,123
6098,122
6099,121
6100,120
6101,119
6102,118
6103,117
6104,116
6105,115
6106,114
6107,113
6108,112
6109,111
6110,110
6111,109
6112,108
6113,107
6114,106
6115,105
6116,104
6117,103
6118,102
6119,101
6120,100
6121,99
6122,98
6123,97
6124,96
6125,95
6126,94
6127,93
6128,92
6129,91
6130,90
6131,89
6132,88
6133,87
6134,86
6135,85
6136,84
6137,83
6138,82
6139,81
6140,80
6141,79
6142,78
6143,77
6144,76
6145,75
6146,74
6147,73
6148,72
6149,71
6150,70
6151,69
6152,68
6153,67
6154,66
6155,65
6156,64
6157,63
6158,62
6159,61
6160,60
6161,59
6162,58
6163,57
6164,56
6165,55
6166,54
6167,53
6168,52
6169,51
6170,50
6171,49
6172,48
6173,47
6174,46
6175,45
6176,44
6177,43
6178,42
6179,41
6180,40
6181,39
6182,38
6183,37
6184,36
6185,35
6186,34
6187,33
6188,32
6189,31
6190,30
6191,29
6192,28
6193,27
6194,26
6195,25
6196,24
6197,23
6198,22
6199,21
6200,20
6201,19
6202,18
6203,17
6204,16
6205,15
6206,14
6207,13
6208,12
6209,11
6210,10
6211,9
6212,8
6213,7
6214,6
6215,5
6216,4
6217,3
6218,2
6219,1
6220,0
6224,187
6225,186
6226,185
6227,184
6228,183
6229,182
6230,181
6231,180
6232,179
6233,178
6234,177
6235,176
6236,175
6237,174
6238,173
6239,172
6240,171
6241,170
6242,169
6243,168
6244,167
6245,166
6246,165
6247,164
6248,163
6249,162
6250,161
6251,160
6252,159
6253,158
6254,157
6255,156
6256,155
6257,154
6258,153
6259,152
6260,151
6261,150
6262,149
6263,148
6264,147
6265,146
6266,145
6267,144
6268,143
6269,142
6270,141
6271,140
6272,139
6273,138
6274,137
6275,136
6276,135
6277,134
6278,133
6279,132
6280,131
6281,130
6282,129
6283,128
6284,127
6285,126
6286,125
6287,124
6288,123
6289,122
6290,121
6291,120
6292,119
6293,118
6294,117
6295,116
6296,115
6297,114
6298,113
6299,112
6300,111
6301,110
6302,109
6303,108
6304,107
6305,106
6306,105
6307,104
6308,103
6309,102
6310,101
6311,100
6312,99
6313,98
6314,97
6315,96
6316,95
6317,94
6318,93
6319,92
6320,91
6321,90
6322,89
6323,88
6324,87
6325,86
6326,85
6327,84
6328,83
6329,82
6330,81
6331,80
6332,79
6333,78
6334,77
6335,76
6336,75
6337,74
6338,73
6339,72
6340,71
6341,70
6342,69
6343,68
6344,67
6345,66
6346,65
6347,64
6348,63
6349,62
6350,61
6351,60
6352,59
6353,58
6354,57
6355,56
6356,55
6357,54
6358,53
6359,52
6360,51
6361,50
6362,49
6363,48
6364,47
6365,46
6366,45
6367,44
6368,43
6369,42
6370,41
6371,40
6372,39
6373,38
6374,37
6375,36
6376,35
6377,34
6378,33
6379,32
6380,31
6381,30
6382,29
6383,28
6384,27
6385,26
6386,25
6387,24
6388,23
6389,22
6390,21
6391,20
6392,19
6393,18
6394,17
6395,16
6396,15
6397,14
6398,13
6399,12
6400,11
6401,10
6402,9
6403,8
6404,7
6405,6
6406,5
6407,4
6408,3
6409,2
6410,1
6411,0
6415,196
6416,195
6417,194
6418,193
6419,192
6420,191
6421,190
6422,189
6423,188
6424,187
6425,186
6426,185
6427,184
6428,183
6429,182
6430,181
6431,180
6432,179
6433,178
6434,177
6435,176
6436,175
6437,174
6438,173
6439,172
6440,171
6441,170
6442,169
6443,168
6444,167
6445,166
6446,165
6447,164
6448,163
6449,162
6450,161
6451,160
6452,159
6453,158
6454,157
6455,156
6456,155
6457,154
6458,153
6459,152
6460,151
6461,150
6462,149
6463,148
6464,147
6465,146
6466,145
6467,144
6468,143
6469,142
6470,141
6471,140
6472,139
6473,138
6474,137
6475,136
6476,135
6477,134
6478,133
6479,132
6480,131
6481,130
6482,129
6483,128
6484,127
6485,126
6486,125
6487,124
6488,123
6489,122
6490,121
6491,120
6492,119
6493,118
6494,117
6495,116
6496,115
6497,114
6498,113
6499,112
6500,111
6501,110
6502,109
6503,108
6504,107
6505,106
6506,105
6507,104
6508,103
6509,102
6510,101
6511,100
6512,99
6513,98
6514,97
6515,96
6516,95
6517,94
6518,93
6519,92
6520,91
6521,90
6522,89
6523,88
6524,87
6525,86
6526,85
6527,84
6528,83
6529,82
6530,81
6531,80
6532,79
6533,78
6534,77
6535,76
6536,75
6537,74
6538,73
6539,72
6540,71
6541,70
6542,69
6543,68
6544,67
6545,66
6546,65
6547,64
6548,63
6549,62
6550,61
6551,60
6552,59
6553,58
6554,57
6555,56
6556,55
6557,54
6558,53
6559,52
6560,51
6561,50
6562,49
6563,48
6564,47
6565,46
6566,45
6567,44
6568,43
6569,42
6570,41
6571,40
6572,39
6573,38
6574,37
6575,36
6576,35
6577,34
6578,33
6579,32
6580,31
6581,30
6582,29
6583,28
6584,27
6585,26
6586,25
6587,24
6588,23
6589,22
6590,21
6591,20
6592,19
6593,18
6594,17
6595,16
6596,15
6597,14
6598,13
6599,12
6600,11
6601,10
6602,9
6603,8
6604,7
6605,6
6606,5
6607,4
6608,3
6609,2
6610,1
6611,0
6615,191
6616,190
6617,189
6618,188
6619,187
6620,186
6621,185
6622,184
6623,183
6624,182
6625,181
6626,180
6627,179
6628,178
6629,177
6630,176
6631,175
6632,174
6633,173
6634,172
6635,171
6636,170
6637,169
6638,168
6639,167
6640,166
6641,165
6642,164
6643,163
6644,162
6645,161
6646,160
6647,159
6648,158
6649,157
6650,156
6651,155
6652,154
6653,153
6654,152
6655,151
6656,150
6657,149
6658,148
6659,147
6660,146
6661,145
6662,144
6663,143
6664,142
6665,141
6666,140
6667,139
6668,138
6669,137
6670,136
6671,135
6672,134
6673,133
6674,132
6675,131
6676,130
6677,129
6678,128
6679,127
6680,126
6681,125
6682,124
6683,123
6684,122
6685,121
6686,120
6687,119
6688,118
6689,117
6690,116
6691,115
6692,114
6693,113
6694,112
6695,111
6696,110
6697,109
6698,108
6699,107
6700,106
6701,105
6702,104
6703,103
6704,102
6705,101
6706,100
6707,99
6708,98
6709,97
6710,96
6711,95
6712,94
6713,93
6714,92
6715,91
6716,90
6717,89
6718,88
6719,87
6720,86
6721,85
6722,84
6723,83
6724,82
6725,81
6726,80
6727,79
6728,78
6729,77
6730,76
6731,75
6732,74
6733,73
6734,72
6735,71
6736,70
6737,69
6738,68
6739,67
6740,66
6741,65
6742,64
6743,63
6744,62
6745,61
6746,60
6747,59
6748,58
6749,57
6750,56
6751,55
6752,54
6753,53
6754,52
6755,51
6756,50
6757,49
6758,48
6759,47
6760,46
6761,45
6762,44
6763,43
6764,42
6765,41
6766,40
6767,39
6768,38
6769,37
6770,36
6771,35
6772,34
6773,33
6774,32
6775,31
6776,30
6777,29
6778,28
6779,27
6780,26
6781,25
6782,24
6783,23
6784,22
6785,21
6786,20
6787,19
6788,18
6789,17
6790,16
6791,15
6792,14
6793,13
6794,12
6795,11
6796,10
6797,9
6798,8
6799,7
6800,6
6801,5
6802,4
6803,3
6804,2
6805,1
6806,0
6810,177
6811,176
6812,175
6813,174
6814,173
6815,172
6816,171
6817,170
6818,169
6819,168
6820,167
6821,166
6822,165
6823,164
6824,163
6825,162
6826,161
6827,160
6828,159
6829,158
6830,157
6831,156
6832,155
6833,154
6834,153
6835,152
6836,151
6837,150
6838,149
6839,148
6840,147
6841,146
6842,145
6843,144
6844,143
6845,142
6846,141
6847,140
6848,139
6849,138
6850,137
6851,136
6852,135
6853,134
6854,133
6855,132
6856,131
6857,130
6858,129
6859,128
6860,127
6861,126
6862,125
6863,124
6864,123
6865,122
6866,121
6867,120
6868,119
6869,118
6870,117
6871,116
6872,115
6873,114
6874,113
6875,112
6876,111
6877,110
6878,109
6879,108
6880,107
6881,106
6882,105
6883,104
6884,103
6885,102
6886,101
6887,100
6888,99
6889,98
6890,97
6891,96
6892,95
6893,94
6894,93
6895,92
6896,91
6897,90
6898,89
6899,88
6900,87
6901,86
6902,85
6903,84
6904,83
6905,82
6906,81
6907,80
6908,79
6909,78
6910,77
6911,76
6912,75
6913,74
6914,73
6915,72
6916,71
6917,70
6918,69
6919,68
6920,67
6921,66
6922,65
6923,64
6924,63
6925,62
6926,61
6927,60
6928,59
6929,58
6930,57
6931,56
6932,55
6933,54
6934,53
6935,52
6936,51
6937,50
6938,49
6939,48
6940,47
6941,46
6942,45
6943,44
6944,43
6945,42
6946,41
6947,40
6948,39
6949,38
6950,37
6951,36
6952,35
6953,34
6954,33
6955,32
6956,31
6957,30
6958,29
6959,28
6960,27
6961,26
6962,25
6963,24
6964,23
6965,22
6966,21
6967,20
6968,19
6969,18
6970,17
6971,16
6972,15
6973,14
6974,13
6975,12
6976,11
6977,10
6978,9
6979,8
6980,7
6981,6
6982,5
6983,4
6984,3
6985,2
6986,1
6987,0
6991,154
6992,153
6993,152
6994,151
6995,150
6996,149
6997,148
6998,147
6999,146
7000,145
7001,144
7002,143
7003,142
7004,141
7005,140
7006,139
7007,138
7008,137
7009,136
7010,135
7011,134
7012,133
7013,132
7014,131
7015,130
7016,129
7017,128
7018,127
7019,126
7020,125
7021,124
7022,123
7023,122
7024,121
7025,120
7026,119
7027,118
7028,117
7029,116
7030,115
7031,114
7032,113
7033,112
7034,111
7035,110
7036,109
7037,108
7038,107
7039,106
7040,105
7041,104
7042,103
7043,102
7044,101
7045,100
7046,99
7047,98
7048,97
7049,96
7050,95
7051,94
7052,93
7053,92
7054,91
7055,90
7056,89
7057,88
7058,87
7059,86
7060,85
7061,84
7062,83
7063,82
7064,81
7065,80
7066,79
7067,78
7068,77
7069,76
7070,75
7071,74
7072,73
7073,72
7074,71
7075,70
7076,69
7077,68
7078,67
7079,66
7080,65
7081,64
7082,63
7083,62
7084,61
7085,60
7086,59
7087,58
7088,57
7089,56
7090,55
7091,54
7092,53
7093,52
7094,51
7095,50
7096,49
7097,48
7098,47
7099,46
7100,45
7101,44
7102,43
7103,42
7104,41
7105,40
7106,39
7107,38
7108,37
7109,36
7110,35
7111,34
7112,33
7113,32
7114,31
7115,30
7116,29
7117,28
7118,27
7119,26
7120,25
7121,24
7122,23
7123,22
7124,21
7125,20
7126,19
7127,18
7128,17
7129,16
7130,15
7131,14
7132,13
7133,12
7134,11
7135,10
7136,9
7137,8
7138,7
7139,6
7140,5
7141,4
7142,3
7143,2
7144,1
7145,0
7149,166
7150,165
7151,164
7152,163
7153,162
7154,161
7155,160
7156,159
7157,158
7158,157
7159,156
7160,155
7161,154
7162,153
7163,152
7164,151
7165,150
7166,149
7167,148
7168,147
7169,146
7170,145
7171,144
7172,143
7173,142
7174,141
7175,140
7176,139
7177,138
7178,137
7179,136
7180,135
7181,134
7182,133
7183,132
7184,131
7185,130
7186,129
7187,128
7188,127
7189,126
7190,125
7191,124
7192,123
7193,122
7194,121
7195,120
7196,119
7197,118
7198,117
7199,116
7200,115
7201,114
7202,113
7203,112
7204,111
7205,110
7206,109
7207,108
7208,107
7209,106
7210,105
7211,104
7212,103
7213,102
7214,101
7215,100
7216,99
7217,98
7218,97
7219,96
7220,95
7221,94
7222,93
7223,92
7224,91
7225,90
7226,89
7227,88
7228,87
7229,86
7230,85
7231,84
7232,83
7233,82
7234,81
7235,80
7236,79
7237,78
7238,77
7239,76
7240,75
7241,74
7242,73
7243,72
7244,71
7245,70
7246,69
7247,68
7248,67
7249,66
7250,65
7251,64
7252,63
7253,62
7254,61
7255,60
7256,59
7257,58
7258,57
7259,56
7260,55
7261,54
7262,53
7263,52
7264,51
7265,50
7266,49
7267,48
7268,47
7269,46
7270,45
7271,44
7272,43
7273,42
7274,41
7275,40
7276,39
7277,38
7278,37
7279,36
7280,35
7281,34
7282,33
7283,32
7284,31
7285,30
7286,29
7287,28
7288,27
7289,26
7290,25
7291,24
7292,23
7293,22
7294,21
7295,20
7296,19
7297,18
7298,17
7299,16
7300,15
7301,14
7302,13
7303,12
7304,11
7305,10
7306,9
7307,8
7308,7
7309,6
7310,5
7311,4
7312,3
7313,2
7314,1
7315,0
7319,190
7320,189
7321,188
7322,187
7323,186
7324,185
7325,184
7326,183
7327,182
7328,181
7329,180
7330,179
7331,178
7332,177
7333,176
7334,175
7335,174
7336,173
7337,172
7338,171
7339,170
7340,169
7341,168
7342,167
7343,166
7344,165
7345,164
7346,163
7347,162
7348,161
7349,160
7350,159
7351,158
7352,157
7353,156
7354,155
7355,154
7356,153
7357,152
7358,151
7359,150
7360,149
7361,148
7362,147
7363,146
7364,145
7365,144
7366,143
7367,142
7368,141
7369,140
7370,139
7371,138
7372,137
7373,136
7374,135
7375,134
7376,133
7377,132
7378,131
7379,130
7380,129
7381,128
7382,127
7383,126
7384,125
7385,124
7386,123
7387,122
7388,121
7389,120
7390,119
7391,118
7392,117
7393,116
7394,115
7395,114
7396,113
7397,112
7398,111
7399,110
7400,109
7401,108
7402,107
7403,106
7404,105
7405,104
7406,103
7407,102
7408,101
7409,100
7410,99
7411,98
7412,97
7413,96
7414,95
7415,94
7416,93
7417,92
7418,91
7419,90
7420,89
7421,88
7422,87
7423,86
7424,85
7425,84
7426,83
7427,82
7428,81
7429,80
7430,79
7431,78
7432,77
7433,76
7434,75
7435,74
7436,73
7437,72
7438,71
7439,70
7440,69
7441,68
7442,67
7443,66
7444,65
7445,64
7446,63
7447,62
7448,61
7449,60
7450,59
7451,58
7452,57
7453,56
7454,55
7455,54
7456,53
7457,52
7458,51
7459,50
7460,49
7461,48
7462,47
7463,46
7464,45
7465,44
7466,43
7467,42
7468,41
7469,40
7470,39
7471,38
7472,37
7473,36
7474,35
7475,34
7476,33
7477,32
7478,31
7479,30
7480,29
7481,28
7482,27
7483,26
7484,25
7485,24
7486,23
7487,22
7488,21
7489,20
7490,19
7491,18
7492,17
7493,16
7494,15
7495,14
7496,13
7497,12
7498,11
7499,10
7500,9
7501,8
7502,7
7503,6
7504,5
7505,4
7506,3
7507,2
7508,1
7509,0
7513,124
7514,123
7515,122
7516,121
7517,120
7518,119
7519,118
7520,117
7521,116
7522,115
7523,114
7524,113
7525,112
7526,111
7527,110
7528,109
7529,108
7530,107
7531,106
7532,105
7533,104
7534,103
7535,102
7536,101
7537,100
7538,99
7539,98
7540,97
7541,96
7542,95
7543,94
7544,93
7545,92
7546,91
7547,90
7548,89
7549,88
7550,87
7551,86
7552,85
7553,84
7554,83
7555,82
7556,81
7557,80
7558,79
7559,78
7560,77
7561,76
7562,75
7563,74
7564,73
7565,72
7566,71
7567,70
7568,69
7569,68
7570,67
7571,66
7572,65
7573,64
7574,63
7575,62
7576,61
7577,60
7578,59
7579,58
7580,57
7581,56
7582,55
7583,54
7584,53
7585,52
7586,51
7587,50
7588,49
7589,48
7590,47
7591,46
7592,45
7593,44
7594,43
7595,42
7596,41
7597,40
7598,39
7599,38
7600,37
7601,36
7602,35
7603,34
7604,33
7605,32
7606,31
7607,30
7608,29
7609,28
7610,27
7611,26
7612,25
7613,24
7614,23
7615,22
7616,21
7617,20
7618,19
7619,18
7620,17
7621,16
7622,15
7623,14
7624,13
7625,12
7626,11
7627,10
7628,9
7629,8
7630,7
7631,6
7632,5
7633,4
7634,3
7635,2
7636,1
7637,0
7641,184
7642,183
7643,182
7644,181
7645,180
7646,179
7647,178
7648,177
7649,176
7650,175
7651,174
7652,173
7653,172
7654,171
7655,170
7656,169
7657,168
7658,167
7659,166
7660,165
7661,164
7662,163
7663,162
7664,161
7665,160
7666,159
7667,158
7668,157
7669,156
7670,155
7671,154
7672,153
7673,152
7674,151
7675,150
7676,149
7677,148
7678,147
7679,146
7680,145
7681,144
7682,143
7683,142
7684,141
7685,140
7686,139
7687,138
7688,137
7689,136
7690,135
7691,134
7692,133
7693,132
7694,131
7695,130
7696,129
7697,128
7698,127
7699,126
7700,125
7701,124
7702,123
7703,122
7704,121
7705,120
7706,119
7707,118
7708,117
7709,116
7710,115
7711,114
7712,113
7713,112
7714,111
7715,110
7716,109
7717,108
7718,107
7719,106
7720,105
7721,104
7722,103
7723,102
7724,101
7725,100
7726,99
7727,98
7728,97
7729,96
7730,95
7731,94
7732,93
7733,92
7734,91
7735,90
7736,89
7737,88
7738,87
7739,86
7740,85
7741,84
7742,83
7743,82
7744,81
7745,80
7746,79
7747,78
7748,77
7749,76
7750,75
7751,74
7752,73
7753,72
7754,71
7755,70
7756,69
7757,68
7758,67
7759,66
7760,65
7761,64
7762,63
7763,62
7764,61
7765,60
7766,59
7767,58
7768,57
7769,56
7770,55
7771,54
7772,53
7773,52
7774,51
7775,50
7776,49
7777,48
7778,47
7779,46
7780,45
7781,44
7782,43
7783,42
7784,41
7785,40
7786,39
7787,38
7788,37
7789,36
7790,35
7791,34
7792,33
7793,32
7794,31
7795,30
7796,29
7797,28
7798,27
7799,26
7800,25
7801,24
7802,23
7803,22
7804,21
7805,20
7806,19
7807,18
7808,17
7809,16
7810,15
7811,14
7812,13
7813,12
7814,11
7815,10
7816,9
7817,8
7818,7
7819,6
7820,5
7821,4
7822,3
7823,2
7824,1
7825,0
7829,212
7830,211
7831,210
7832,209
7833,208
7834,207
7835,206
7836,205
7837,204
7838,203
7839,202
7840,201
7841,200
7842,199
7843,198
7844,197
7845,196
7846,195
7847,194
7848,193
7849,192
7850,191
7851,190
7852,189
7853,188
7854,187
7855,186
7856,185
7857,184
7858,183
7859,182
7860,181
7861,180
7862,179
7863,178
7864,177
7865,176
7866,175
7867,174
7868,173
7869,172
7870,171
7871,170
7872,169
7873,168
7874,167
7875,166
7876,165
7877,164
7878,163
7879,162
7880,161
7881,160
7882,159
7883,158
7884,157
7885,156
7886,155
7887,154
7888,153
7889,152
7890,151
7891,150
7892,149
7893,148
7894,147
7895,146
7896,145
7897,144
7898,143
7899,142
7900,141
7901,140
7902,139
7903,138
7904,137
7905,136
7906,135
7907,134
7908,133
7909,132
7910,131
7911,130
7912,129
7913,128
7914,127
7915,126
7916,125
7917,124
7918,123
7919,122
7920,121
7921,120
7922,119
7923,118
7924,117
7925,116
7926,115
7927,114
7928,113
7929,112
7930,111
7931,110
7932,109
7933,108
7934,107
7935,106
7936,105
7937,104
7938,103
7939,102
7940,101
7941,100
7942,99
7943,98
7944,97
7945,96
7946,95
7947,94
7948,93
7949,92
7950,91
7951,90
7952,89
7953,88
7954,87
7955,86
7956,85
7957,84
7958,83
7959,82
7960,81
7961,80
7962,79
7963,78
7964,77
7965,76
7966,75
7967,74
7968,73
7969,72
7970,71
7971,70
7972,69
7973,68
7974,67
7975,66
7976,65
7977,64
7978,63
7979,62
7980,61
7981,60
7982,59
7983,58
7984,57
7985,56
7986,55
7987,54
7988,53
7989,52
7990,51
7991,50
7992,49
7993,48
7994,47
7995,46
7996,45
7997,44
7998,43
7999,42
8000,41
8001,40
8002,39
8003,38
8004,37
8005,36
8006,35
8007,34
8008,33
8009,32
8010,31
8011,30
8012,29
8013,28
8014,27
8015,26
8016,25
8017,24
8018,23
8019,22
8020,21
8021,20
8022,19
8023,18
8024,17
8025,16
8026,15
8027,14
8028,13
8029,12
8030,11
8031,10
8032,9
8033,8
8034,7
8035,6
8036,5
8037,4
8038,3
8039,2
8040,1
8041,0
8045,192
8046,191
8047,190
8048,189
8049,188
8050,187
8051,186
8052,185
8053,184
8054,183
8055,182
8056,181
8057,180
8058,179
8059,178
8060,177
8061,176
8062,175
8063,174
8064,173
8065,172
8066,171
8067,170
8068,169
8069,168
8070,167
8071,166
8072,165
8073,164
8074,163
8075,162
8076,161
8077,160
8078,159
8079,158
8080,157
8081,156
8082,155
8083,154
8084,153
8085,152
8086,151
8087,150
8088,149
8089,148
8090,147
8091,146
8092,145
8093,144
8094,143
8095,142
8096,141
8097,140
8098,139
8099,138
8100,137
8101,136
8102,135
8103,134
8104,133
8105,132
8106,131
8107,130
8108,129
8109,128
8110,127
8111,126
8112,125
8113,124
8114,123
8115,122
8116,121
8117,120
8118,119
8119,118
8120,117
8121,116
8122,115
8123,114
8124,113
8125,112
8126,111
8127,110
8128,109
8129,108
8130,107
8131,106
8132,105
8133,104
8134,103
8135,102
8136,101
8137,100
8138,99
8139,98
8140,97
8141,96
8142,95
8143,94
8144,93
8145,92
8146,91
8147,90
8148,89
8149,88
8150,87
8151,86
8152,85
8153,84
8154,83
8155,82
8156,81
8157,80
8158,79
8159,78
8160,77
8161,76
8162,75
8163,74
8164,73
8165,72
8166,71
8167,70
8168,69
8169,68
8170,67
8171,66
8172,65
8173,64
8174,63
8175,62
8176,61
8177,60
8178,59
8179,58
8180,57
8181,56
8182,55
8183,54
8184,53
8185,52
8186,51
8187,50
8188,49
8189,48
8190,47
8191,46
8192,45
8193,44
8194,43
8195,42
8196,41
8197,40
8198,39
8199,38
8200,37
8201,36
8202,35
8203,34
8204,33
8205,32
8206,31
8207,30
8208,29
8209,28
8210,27
8211,26
8212,25
8213,24
8214,23
8215,22
8216,21
8217,20
8218,19
8219,18
8220,17
8221,16
8222,15
8223,14
8224,13
8225,12
8226,11
8227,10
8228,9
8229,8
8230,7
8231,6
8232,5
8233,4
8234,3
8235,2
8236,1
8237,0
8241,203
8242,202
8243,201
8244,200
8245,199
8246,198
8247,197
8248,196
8249,195
8250,194
8251,193
8252,192
8253,191
8254,190
8255,189
8256,188
8257,187
8258,186
8259,185
8260,184
8261,183
8262,182
8263,181
8264,180
8265,179
8266,178
8267,177
8268,176
8269,175
8270,174
8271,173
8272,172
8273,171
8274,170
8275,169
8276,168
8277,167
8278,166
8279,165
8280,164
8281,163
8282,162
8283,161
8284,160
8285,159
8286,158
8287,157
8288,156
8289,155
8290,154
8291,153
8292,152
8293,151
8294,150
8295,149
8296,148
8297,147
8298,146
8299,145
8300,144
8301,143
8302,142
8303,141
8304,140
8305,139
8306,138
8307,137
8308,136
8309,135
8310,134
8311,133
8312,132
8313,131
8314,130
8315,129
8316,128
8317,127
8318,126
8319,125
8320,124
8321,123
8322,122
8323,121
8324,120
8325,119
8326,118
8327,117
8328,116
8329,115
8330,114
8331,113
8332,112
8333,111
8334,110
8335,109
8336,108
8337,107
8338,106
8339,105
8340,104
8341,103
8342,102
8343,101
8344,100
8345,99
8346,98
8347,97
8348,96
8349,95
8350,94
8351,93
8352,92
8353,91
8354,90
8355,89
8356,88
8357,87
8358,86
8359,85
8360,84
8361,83
8362,82
8363,81
8364,80
8365,79
8366,78
8367,77
8368,76
8369,75
8370,74
8371,73
8372,72
8373,71
8374,70
8375,69
8376,68
8377,67
8378,66
8379,65
8380,64
8381,63
8382,62
8383,61
8384,60
8385,59
8386,58
8387,57
8388,56
8389,55
8390,54
8391,53
8392,52
8393,51
8394,50
8395,49
8396,48
8397,47
8398,46
8399,45
8400,44
8401,43
8402,42
8403,41
8404,40
8405,39
8406,38
8407,37
8408,36
8409,35
8410,34
8411,33
8412,32
8413,31
8414,30
8415,29
8416,28
8417,27
8418,26
8419,25
8420,24
8421,23
8422,22
8423,21
8424,20
8425,19
8426,18
8427,17
8428,16
8429,15
8430,14
8431,13
8432,12
